index	token	frequency
9249	posturing	3
9250	ebullient	2
9251	tradition-bound	1
9252	widow	2
9253	passive	1
9254	yield	1
9255	mannerisms	3
9256	deliberate	3
9257	gait	1
9258	subdues	1
9259	exuberance	3
9260	powder	1
9261	sun-splashed	1
9262	whites	1
9263	tunis	1
9264	alluring	4
9265	sensuous	2
9266	belly-dancing	1
9267	clubs	2
9268	thinks	12
9269	resolved	1
9270	immersed	2
9271	directions	4
9272	sneers	1
9273	bile	2
9274	euro-trash	1
9275	handguns	1
9276	bmws	1
9277	seaside	1
9278	chateaus	1
9279	fortunately	2
9280	cloying	11
9281	greg	1
9282	full-fledged	1
9283	ou	1
9284	cleavage	1
9285	principled	1
9286	triumphant	3
9287	exhibit	2
9288	lear	2
9289	confluence	2
9290	trial	2
9291	ensures	2
9292	draggy	1
9293	girl-buddy	1
9294	rock-n-rolling	1
9295	post-war	1
9296	instruct	1
9297	reeking	1
9298	research	3
9299	library	1
9300	dust	2
9301	soothe	1
9302	collide	2
9303	oprahfication	1
9304	humbling	1
9305	fueled	1
9306	zhao	1
9307	benshan	1
9308	jie	1
9309	complain	1
9310	anymore	2
9311	straight-shooting	1
9312	animals	4
9313	imaxy	1
9314	stronger	4
9315	owned	1
9316	costars	1
9317	maggie	3
9318	g.	1
9319	breakthrough	4
9320	overexposed	2
9321	redolent	1
9322	thousand	2
9323	derives	2
9324	workman	1
9325	entendre	1
9326	attendant	2
9327	lector	1
9328	injuries	2
9329	italy	1
9330	beckons	1
9331	beachcombing	1
9332	verismo	1
9333	indistinct	1
9334	oliveira	1
9335	pursue	1
9336	representation	1
9337	painters	1
9338	confounded	1
9339	miscellaneous	1
9340	bohos	1
9341	expound	1
9342	explaining	2
9343	campfire	1
9344	willies	1
9345	exit	4
9346	so-so	6
9347	damaged-goods	1
9348	orbits	1
9349	flourishes	4
9350	grateful	1
9351	jokester	1
9352	patrolmen	1
9353	hotter	1
9354	georgia	1
9355	overwhelmed	3
9356	paradoxically	2
9357	illuminated	1
9358	manipulative	16
9359	preserves	1
9360	ardor	1
9361	lays	1
9362	puzzle	4
9363	interweaves	1
9364	mobius	1
9365	elliptically	1
9366	loops	1
9367	began	1
9368	acerbic	2
9369	titans	1
9370	underplayed	1
9371	harks	2
9372	unchecked	2
9373	yasujiro	1
9374	ozu	1
9375	superfluous	2
9376	epilogue	1
9377	leaks	3
9378	suspension	1
9379	sieve	1
9380	heart-rate-raising	1
9381	aspiration	1
9382	boost	2
9383	everyman	2
9384	reverberates	1
9385	sadly	9
9386	heightened	2
9387	paean	2
9388	dense	4
9389	brimming	2
9390	absorbed	1
9391	numerous	2
9392	world-renowned	1
9393	copious	1
9394	hints	1
9395	myriad	1
9396	harvesting	1
9397	purposes	2
9398	splendidly	2
9399	adversity	1
9400	gut-clutching	1
9401	advocacy	1
9402	torrent	1
9403	complications	7
9404	stinging	1
9405	mother-daughter	1
9406	ballroom	1
9407	3000	4
9408	waltzed	1
9409	pantheon	5
9410	rules	4
9411	governance	1
9412	hierarchy	1
9413	four-hour	1
9414	asiaphiles	1
9415	wistfully	1
9416	marginal	5
9417	helping	2
9418	friendly	2
9419	scan	1
9420	engineering	2
9421	collision	4
9422	tawdry	5
9423	flamboyance	1
9424	grandiose	1
9425	model	1
9426	scrap	1
9427	darkest	1
9428	inhabitants	1
9429	purity	2
9430	stick	4
9431	breakdown	3
9432	continually	2
9433	perceptions	1
9434	energizes	1
9435	chomps	1
9436	cosby-seinfeld	1
9437	weight	11
9438	superficially	2
9439	scream	5
9440	zombie-land	1
9441	single-handed	1
9442	waltz	1
9443	skinny	2
9444	panic	2
9445	sucking	1
9446	rooting	6
9447	gai	2
9448	befallen	1
9449	guarded	2
9450	resentful	1
9451	margot	1
9452	vagina	1
9453	excessively	3
9454	underconfident	1
9455	walken	1
9456	kinda	6
9457	romanced	1
9458	cyndi	1
9459	lauper	1
9460	opportunists	1
9461	oozes	2
9462	page-turning	1
9463	worries	2
9464	approached	2
9465	war-ravaged	1
9466	sarah	3
9467	harrison	2
9468	jaunty	1
9469	celeb-strewn	1
9470	recoing	1
9471	tick	2
9472	explanation	2
9473	envelops	1
9474	fearlessly	1
9475	nationwide	2
9476	blight	1
9477	horrifyingly	1
9478	faint	1
9479	san	2
9480	francisco	1
9481	treasured	1
9482	variations	1
9483	staggers	2
9484	reserved	3
9485	refracting	1
9486	midst	2
9487	spades	1
9488	winter	3
9489	grenoble	1
9490	geneva	1
9491	mounting	1
9492	expert	3
9493	medem	1
9494	disrobed	1
9495	exposed	1
9496	virgin	1
9497	chastity	1
9498	heavy-handed	9
9499	parental	2
9500	failings	2
9501	indifference	3
9502	spanish	1
9503	ambiguities	1
9504	training	1
9505	world-class	1
9506	fencer	1
9507	twister	1
9508	movie-movie	1
9509	bankruptcy	1
9510	inflammatory	1
9511	religion	2
9512	hatred	2
9513	resolution	3
9514	floundering	1
9515	rake	1
9516	dough	2
9517	boomer	2
9518	bless	1
9519	aversion	1
9520	cashing	1
9521	movie-star	3
9522	gorgeousness	1
9523	dating	2
9524	uneasily	2
9525	sex-in-the-city	1
9526	misadventures	1
9527	decline	1
9528	candor	1
9529	giggle	1
9530	lowered	1
9531	reel\/real	1
9532	dichotomy	1
9533	pursued	1
9534	enervating	2
9535	venice\/venice	1
9536	song-and-dance-man	1
9537	pasach	1
9538	ke	1
9539	ethnic	5
9540	sensitively	1
9541	penalty	1
9542	challenged	2
9543	gadgets	2
9544	smacks	2
9545	compositions	1
9546	underlined	1
9547	finn	1
9548	edmund	1
9549	mcwilliams	1
9550	walking	3
9551	satisfied	3
9552	bilingual	1
9553	blisteringly	1
9554	scarily	1
9555	sorrowfully	1
9556	surveys	2
9557	holden	1
9558	pokemon	7
9559	cautions	1
9560	ecological	2
9561	bloodstream	1
9562	explosions	7
9563	innuendoes	1
9564	timeout	1
9565	labels	1
9566	wrought	1
9567	versatile	1
9568	delia	1
9569	greta	1
9570	paula	1
9571	multilayered	1
9572	searches	2
9573	affectingly	1
9574	howling	1
9575	cringing	1
9576	accommodate	1
9577	gain	2
9578	unconditional	3
9579	look-see	1
9580	ryosuke	1
9581	languidly	1
9582	argentinean	1
9583	dramedy	2
9584	compelled	1
9585	venturesome	1
9586	thornberrys	3
9587	emphasis	5
9588	respecting	1
9589	terrorists	2
9590	reducing	1
9591	stake	2
9592	seductively	1
9593	entertainments	1
9594	overwhelm	2
9595	squirm	1
9596	recognition	1
9597	168-minute	1
9598	entranced	2
9599	layer	4
9600	cinephile	1
9601	invitation	1
9602	interpretations	2
9603	anti-adult	1
9604	esther	6
9605	kahn	2
9606	progresses	1
9607	monotony	1
9608	concentration	2
9609	eddie	8
9610	efficiently	2
9611	collapses	6
9612	skilled	1
9613	spoken	1
9614	patricio	1
9615	guzman	1
9616	parallels	3
9617	1971	1
9618	bedknobs	1
9619	broomsticks	1
9620	dealt	1
9621	rediscovering	1
9622	ninth	1
9623	remaining	2
9624	principles	1
9625	pointedly	1
9626	peril	1
9627	unrepentant	1
9628	excursion	2
9629	epicenter	1
9630	percolating	1
9631	instability	1
9632	mateys	1
9633	handful	6
9634	virtuosic	1
9635	myers	3
9636	dirty-joke	1
9637	post-tarantino	1
9638	pop-culture	1
9639	hack-and-slash	1
9640	inexperienced	3
9641	chases	7
9642	strut	1
9643	goldmember	6
9644	car	14
9645	catastrophic	1
9646	gall	1
9647	clamoring	1
9648	torpedo	1
9649	scripters	1
9650	oscars	1
9651	nerve-raked	1
9652	crackle	3
9653	stagings	1
9654	hardware	1
9655	americanized	1
9656	comparing	1
9657	classification	1
9658	unerring	1
9659	creepy-scary	1
9660	fixating	2
9661	corner	7
9662	in-your-face	1
9663	unpleasant	9
9664	gaudy	2
9665	shirt	1
9666	rocks	3
9667	unexplored	1
9668	punch-drunk	4
9669	maker	3
9670	chocolate	3
9671	milk	3
9672	moustache	1
9673	portrayals	1
9674	seeds	1
9675	ambivalent	1
9676	counts	2
9677	piercingly	1
9678	route	2
9679	pixilated	1
9680	allusions	3
9681	gurus	1
9682	doshas	1
9683	westerners	2
9684	verging	1
9685	mumbo-jumbo	1
9686	streaks	1
9687	unimpeachable	1
9688	byplay	1
9689	bickering	1
9690	spy-savvy	1
9691	siblings	1
9692	vega	1
9693	juni	1
9694	sabara	1
9695	cortez	1
9696	anchor	1
9697	give-and-take	1
9698	flat	31
9699	breillat	1
9700	rain	4
9701	characterisations	1
9702	coolness	1
9703	ub	1
9704	spoofs	1
9705	outre	1
9706	dorkier	1
9707	inseparable	1
9708	oppressively	2
9709	missed	10
9710	schmaltz	3
9711	stubborn	1
9712	slackers	4
9713	insulting	6
9714	childish	3
9715	mongrel	1
9716	pep	1
9717	indecipherable	2
9718	fiendishly	1
9719	jaded	3
9720	auditorium	2
9721	dizzy	1
9722	disorientated	1
9723	semimusical	1
9724	rendition	2
9725	flags	1
9726	drawling	1
9727	slobbering	1
9728	run-on	1
9729	sentence	4
9730	arc	4
9731	swords	1
9732	helm	2
9733	traditionally	2
9734	plotted	7
9735	surrendering	1
9736	rigor	2
9737	composure	1
9738	anatomical	1
9739	transition	2
9740	inc.	2
9741	describes	2
9742	jeremy	2
9743	impulses	2
9744	hideously	3
9745	combat	4
9746	siegel	4
9747	co-writers	2
9748	ready	5
9749	sympathize	1
9750	apex	1
9751	misunderstood	1
9752	clobbering	1
9753	digested	1
9754	laboratory	1
9755	funky	1
9756	artificial	10
9757	artificiality	1
9758	recycling	3
9759	nephew	1
9760	uncles	1
9761	congrats	1
9762	constrictive	1
9763	eisenhower	1
9764	cheery	2
9765	tranquil	1
9766	continue	2
9767	fragmentary	2
9768	connections	3
9769	halle	1
9770	naval	1
9771	personnel	1
9772	diego	1
9773	welled	1
9774	guard	1
9775	placed	3
9776	swashbucklers	1
9777	far-fetched	3
9778	absorb	2
9779	e-graveyard	1
9780	chin	1
9781	lack-of-attention	1
9782	span	2
9783	seventeen	1
9784	seriocomic	1
9785	georgian-israeli	1
9786	miami	3
9787	translate	2
9788	adjective	1
9789	artsy	4
9790	off-kilter	2
9791	resources	2
9792	establish	1
9793	poet	2
9794	grandkids	1
9795	grandparents	1
9796	smiles	3
9797	russo	1
9798	sturges	1
9799	recently	2
9800	forming	1
9801	circle	2
9802	applying	2
9803	realizes	2
9804	fullness	1
9805	negate	1
9806	enjoys	3
9807	cuarón	1
9808	substantive	1
9809	cliched	8
9810	structures	1
9811	dialog	2
9812	sorrow	2
9813	lipstick	1
9814	components	1
9815	ash	3
9816	wednesday	3
9817	writer\/directors	1
9818	zishe	1
9819	hanussen	2
9820	suge	1
9821	knight	1
9822	comprehensible	1
9823	guide	2
9824	non-techies	1
9825	borrow	1
9826	moretti	2
9827	common-man	1
9828	recognize	3
9829	foreman	1
9830	barking-mad	1
9831	thewlis	1
9832	freddie	2
9833	bettany\/mcdowell	1
9834	hard-eyed	1
9835	precocious	2
9836	smarter-than-thou	1
9837	wayward	2
9838	right-wing	2
9839	propriety-obsessed	1
9840	sparking	1
9841	savagely	1
9842	jonathan	3
9843	swift	1
9844	alternating	2
9845	facetious	2
9846	pulp	6
9847	tosses	4
9848	android	1
9849	cutesy	5
9850	senses	5
9851	crash	2
9852	numbness	1
9853	unguarded	1
9854	homes	2
9855	brent	1
9856	hanley	1
9857	examining	1
9858	glued	1
9859	christine	1
9860	sylvie	1
9861	icily	1
9862	benefited	2
9863	silent-movie	1
9864	partisans	1
9865	sabotage	1
9866	viva	2
9867	solomonic	1
9868	decision	3
9869	turbulent	2
9870	landau	1
9871	martyr	1
9872	royally	1
9873	screwed	1
9874	virtual	1
9875	roller-coaster	1
9876	sleaze	1
9877	intentionally	3
9878	introducing	2
9879	loads	4
9880	irreparable	1
9881	costly	2
9882	analysis	1
9883	fix	2
9884	unwavering	1
9885	backbone	1
9886	bodice-ripper	3
9887	desert	2
9888	beaches	1
9889	neck	3
9890	springboard	1
9891	completist	1
9892	checklist	3
9893	cultist	1
9894	scrutinize	1
9895	serenity	2
9896	veers	5
9897	unintentional	5
9898	inadvertently	2
9899	double-cross	1
9900	heist	4
9901	no-brainer	2
9902	dimensional	1
9903	sunny	1
9904	disposition	1
9905	jeffs	1
9906	expressiveness	1
9907	underachieves	1
9908	explicit	2
9909	libido	1
9910	arrived	2
9911	portugal	1
9912	pixar	1
9913	lighting	4
9914	innovative	3
9915	backgrounds	2
9916	genre-curling	1
9917	revives	1
9918	free-wheeling	1
9919	hollowness	1
9920	arms	2
9921	conceptually	1
9922	living-room	1
9923	worlds	2
9924	gaining	2
9925	suggested	2
9926	temptation	2
9927	salvation	1
9928	rapturous	1
9929	macdowell	4
9930	eclipses	1
9931	self-promotion	1
9932	smaller	3
9933	widen	1
9934	continent	1
9935	rose-colored	2
9936	glasses	2
9937	eye-boggling	1
9938	psychedelic	2
9939	possession	3
9940	jaunt	1
9941	televised	1
9942	scooby-doo	3
9943	reruns	2
9944	catches	5
9945	archetypal	1
9946	insanity	3
9947	spews	1
9948	kubrick-meets-spielberg	1
9949	vh1	2
9950	carrying	5
9951	spot-on	1
9952	burr	4
9953	peels	1
9954	paper	7
9955	conceits	2
9956	flesh-and-blood	1
9957	humans	3
9958	vereté	1
9959	whip-smart	1
9960	bluffs	1
9961	infomercial	5
9962	ram	4
9963	dass	4
9964	demographic	6
9965	explains	3
9966	cal	3
9967	lovingly	2
9968	coffee	4
9969	attracting	1
9970	entries	1
9971	tart	3
9972	damning	3
9973	grooved	1
9974	pushes	4
9975	run-of-the-filth	1
9976	recognise	1
9977	signposts	2
9978	map	2
9979	fitting	2
9980	thereafter	1
9981	dissection	1
9982	inanities	1
9983	self-critical	1
9984	behind-the-scenes	1
9985	navel-gazing	1
9986	orleans	1
9987	infinite	1
9988	golden	2
9989	sprung	2
9990	stickiness	1
9991	baader-meinhof	1
9992	pranksters	1
9993	activists	1
9994	large-scale	1
9995	shekhar	2
9996	supplies	1
9997	distort	1
9998	audience-pleaser	1
9999	waited	2
10000	doctor	1
10001	emergency	1
10002	hospital	3
10003	bed	2
10004	exposing	2
10005	repelled	1
10006	dogmatism	1
10007	manipulativeness	1
10008	narrow	3
10009	fearful	1
10010	goldbacher	2
10011	spooks	1
10012	scherfig	4
10013	camaraderie	2
10014	marina	2
10015	love-hate	1
10016	existentialism	3
10017	liana	1
10018	dognini	1
10019	dramatized	2
10020	answer	7
10021	irvine	1
10022	trainspotting	1
10023	hands-on	1
10024	textbook	5
10025	trivializing	1
10026	chouraqui	3
10027	affirm	1
10028	quibbles	1
10029	beside	2
10030	mccracken	1
10031	clear-cut	1
10032	all-out	1
10033	irish	6
10034	marketing	1
10035	chekhov	5
10036	self-important	3
10037	wrath	1
10038	khan	1
10039	nagging	1
10040	deja	4
10041	vu	4
10042	soul-stirring	1
10043	israeli\/palestinian	1
10044	remain	8
10045	caricature	1
10046	radioactive	1
10047	shrug	1
10048	annoyance	1
10049	chatty	1
10050	immaculate	2
10051	roussillon	1
10052	losers	3
10053	dodger	1
10054	permeates	3
10055	examine	2
10056	labyrinthine	2
10057	buffeted	1
10058	denver	1
10059	vanessa	1
10060	redgrave	1
10061	everywhere	3
10062	sociology	3
10063	apes	1
10064	rooted	2
10065	fruitful	1
10066	epitaph	1
10067	laundry	1
10068	barf	2
10069	moviehouse	1
10070	disposable	7
10071	rescue	6
10072	motown	2
10073	romanticism	1
10074	sultry	1
10075	beer-fueled	1
10076	sun	2
10077	inspire	6
10078	retiring	1
10079	ohlinger	1
10080	delusional	2
10081	croaks	1
10082	wondering	7
10083	be-bop	1
10084	nighttime	1
10085	loquacious	2
10086	videologue	1
10087	lengths	2
10088	protective	1
10089	cocoon	1
10090	kids-in-peril	1
10091	theatrics	2
10092	drink	5
10093	woodland	1
10094	queasy	2
10095	infatuation	1
10096	strangeness	4
10097	petri	1
10098	well-characterized	1
10099	telephone	1
10100	aggressively	3
10101	sequins	1
10102	flashbulbs	1
10103	blaring	1
10104	babes	1
10105	infiltrated	1
10106	looked	8
10107	desirable	1
10108	docs	1
10109	suspended	2
10110	searching	4
10111	sterling	2
10112	lingerie	1
10113	models	1
10114	bar	5
10115	dancers	1
10116	midwest	1
10117	bearing	3
10118	one-joke	1
10119	venus	1
10120	tightly	1
10121	fertility	1
10122	rivals	1
10123	animations	1
10124	high-adrenaline	1
10125	complexities	3
10126	text	6
10127	precise	2
10128	discordant	1
10129	topple	1
10130	translation	5
10131	anthony	5
10132	friedman	1
10133	updated	2
10134	1970	1
10135	member	3
10136	fluttering	1
10137	stammering	1
10138	high-spirited	1
10139	berlin	1
10140	anarchists	1
10141	prey	3
10142	sob-story	1
10143	witness	5
10144	soullessness	1
10145	jaw-dropping	1
10146	boffo	1
10147	daughters	3
10148	pleased	2
10149	meticulous	1
10150	withered	1
10151	enforced	1
10152	hiatus	1
10153	dry-eyed	1
10154	maximum	2
10155	moisture	1
10156	symbolically	1
10157	rarity	3
10158	diamond	1
10159	scoring	1
10160	putting	5
10161	assets	1
10162	commend	1
10163	misguided	4
10164	croze	1
10165	bibi	1
10166	tunney	3
10167	coltish	1
10168	neurotic	1
10169	possesses	3
10170	ascertain	1
10171	pessimistic	2
10172	careens	2
10173	stricken	1
10174	composer	1
10175	violinist	1
10176	beatings	1
10177	classicism	1
10178	exasperated	1
10179	noticeable	1
10180	hated	1
10181	mornings	1
10182	judgment	2
10183	unfussily	1
10184	assuredly	2
10185	cleverest	1
10186	giggly	1
10187	stereotypical	4
10188	rubenesque	1
10189	physique	2
10190	bearded	1
10191	lactating	1
10192	90-plus	1
10193	intolerant	1
10194	luscious	1
10195	true-to-life	1
10196	unadorned	1
10197	rural	1
10198	first-timer	2
10199	hilary	1
10200	birmingham	1
10201	emphasized	1
10202	driver-esque	1
10203	teetering	1
10204	sanity	1
10205	academic	2
10206	skullduggery	1
10207	carl	2
10208	freak-outs	1
10209	kumble	2
10210	counter	1
10211	crudity	2
10212	diaz	3
10213	holding	2
10214	subtler	2
10215	total	9
10216	recall	3
10217	fun-seeking	1
10218	schumacher	3
10219	hopkins\/rock	1
10220	styles	3
10221	onscreen	9
10222	personas	1
10223	grittily	1
10224	well-rounded	1
10225	reached	3
10226	exquisitely	2
10227	favorably	1
10228	das	1
10229	boot	1
10230	swaying	1
10231	cradles	1
10232	veiling	1
10233	buscemi	1
10234	rosario	1
10235	overbearing	2
10236	north	2
10237	p.o.v.	1
10238	mounts	1
10239	bikes	2
10240	skateboards	1
10241	motorcycles	1
10242	splashed	2
10243	immense	1
10244	reduce	2
10245	blake	1
10246	animator	1
10247	mcfarlane	1
10248	dystopia	1
10249	chardonne	1
10250	ex-marine	1
10251	pete	2
10252	even-flowing	1
10253	accomplish	2
10254	canned	4
10255	passages	3
10256	hip	8
10257	in-jokey	1
10258	in-between	1
10259	action-and-popcorn	1
10260	obsessed	1
10261	reassures	1
10262	setpieces	2
10263	straight-ahead	2
10264	na	2
10265	replace	1
10266	moviegoer	2
10267	missive	1
10268	swathe	1
10269	retaining	1
10270	refusing	1
10271	christian-themed	1
10272	graduate	1
10273	switches	2
10274	recyclable	1
10275	attentive	1
10276	expand	1
10277	pro-wildlife	1
10278	pent	1
10279	pros	1
10280	cons	1
10281	duties	1
10282	well-intentioned	6
10283	perilously	1
10284	undergoing	1
10285	expressively	1
10286	six	4
10287	crystallize	1
10288	minutely	1
10289	dreamlike	1
10290	ecstasy	1
10291	\/	7
10292	resonate	4
10293	profundity	1
10294	toro	2
10295	yang	1
10296	yi	2
10297	detached	4
10298	fusion	1
10299	highs	2
10300	sorrowful	1
10301	lows	2
10302	niches	1
10303	reflected	1
10304	championship	1
10305	undermines	3
10306	thornier	1
10307	nature\/nurture	1
10308	regards	2
10309	awakens	1
10310	bio-drama	1
10311	way-cool	1
10312	sounding	3
10313	spaghetti	1
10314	proven	2
10315	advantages	1
10316	15-year	1
10317	jaw	1
10318	orgasm	2
10319	dismal	1
10320	farcically	1
10321	bawdy	1
10322	regeneration	1
10323	kibosh	1
10324	studio-produced	1
10325	bothers	2
10326	suitcase	1
10327	afterthought	2
10328	swirl	1
10329	betters	1
10330	understatement	1
10331	woe	1
10332	opts	3
10333	overlook	2
10334	goofily	1
10335	well-lensed	1
10336	gorefest	1
10337	checking	1
10338	filipino-americans	1
10339	patric	1
10340	liotta	2
10341	near-hypnotic	1
10342	heart-breakingly	1
10343	extensive	3
10344	white-on-black	1
10345	adrien	1
10346	brody	1
10347	talks	2
10348	bluster	3
10349	greenfingers	1
10350	itinerant	1
10351	savaged	1
10352	competing	1
10353	lawyers	1
10354	stomach-knotting	1
10355	witnesses	2
10356	undertone	1
10357	eastern	2
10358	shift	2
10359	cleaving	1
10360	inflate	1
10361	mundane	4
10362	scarifying	2
10363	mileage	1
10364	stray	1
10365	barrel	4
10366	phonograph	1
10367	albeit	4
10368	nonjudgmentally	1
10369	studies	1
10370	schools	2
10371	hospitals	1
10372	courts	1
10373	welfare	1
10374	centers	2
10375	tarkovsky	2
10376	patriarchal	1
10377	debating	1
10378	societies	1
10379	weepy	3
10380	establishing	1
10381	claus	1
10382	nonsensical	5
10383	plotting	11
10384	infrequently	1
10385	bullwinkle	1
10386	speed	2
10387	action-adventure	2
10388	space-based	1
10389	louis	2
10390	fires	3
10391	plasma	1
10392	conduits	1
10393	educational	3
10394	ultra-violent	2
10395	gambling	1
10396	basketball	3
10397	deranged	1
10398	all-enveloping	1
10399	rhapsodizes	1
10400	graced	2
10401	mccann	1
10402	big-budget\/all-star	1
10403	unblinkingly	1
10404	talky	6
10405	dismantle	1
10406	facades	1
10407	wonderous	1
10408	accomplishment	1
10409	veracity	1
10410	caved	1
10411	plunges	1
10412	brutality	2
10413	celebratory	1
10414	tuba-playing	1
10415	dwarf	1
10416	rolled	1
10417	whacking	1
10418	answered	1
10419	weak	13
10420	fallible	1
10421	caricatures	2
10422	delineate	1
10423	conflicts	2
10424	urges	1
10425	institution	2
10426	self-preservation	2
10427	indispensable	1
10428	steadfastly	1
10429	primitive	3
10430	contribute	1
10431	sustained	3
10432	lampoons	1
10433	flattering	1
10434	skin-deep	1
10435	notions	1
10436	pulchritude	2
10437	19th	1
10438	murk	2
10439	haunts	1
10440	artwork	1
10441	animaton	1
10442	byways	1
10443	littered	3
10444	jabs	1
10445	egocentricities	1
10446	breed	2
10447	deathly	1
10448	timid	3
10449	parsing	1
10450	barn-side	1
10451	breach	1
10452	gaps	2
10453	nonchalantly	1
10454	costumer	1
10455	jived	1
10456	errol	2
10457	flynn	1
10458	joan	4
10459	oh	6
10460	stamina	2
10461	madonna	9
10462	cameo	2
10463	tenet	1
10464	religions	1
10465	afterlife	2
10466	communications	1
10467	babak	1
10468	ditty	1
10469	box-office	1
10470	phrase	3
10471	schmaltzy	3
10472	symbols	2
10473	butterflies	2
10474	styx	1
10475	bees	1
10476	indisputably	1
10477	costumes	5
10478	kurys	3
10479	servicable	1
10480	hide	5
10481	kill	6
10482	deaths	2
10483	strips	1
10484	stores	2
10485	sanctimoniousness	1
10486	church-wary	1
10487	adorably	2
10488	ditsy	2
10489	dilemma	3
10490	pile	8
10491	plate	2
10492	boosted	1
10493	hotel	4
10494	resurrecting	1
10495	flavorful	1
10496	passionately	1
10497	uncover	1
10498	disturbed	2
10499	poise	1
10500	non-narrative	1
10501	secretions	1
10502	sorority	5
10503	impish	1
10504	divertissement	1
10505	gainsbourg	1
10506	water-born	1
10507	hennings	1
10508	offensive	13
10509	showcase	6
10510	emphasizing	2
10511	circuit	6
10512	enables	1
10513	shafer	3
10514	navigate	1
10515	soar	2
10516	residents	1
10517	copenhagen	1
10518	coping	2
10519	befuddling	1
10520	philosophers	1
10521	workings	1
10522	water-camera	1
10523	operating	1
10524	sonny	3
10525	stewart	2
10526	franco	2
10527	walled-off	1
10528	hustler	2
10529	temporal	1
10530	burden	1
10531	schindler	2
10532	1993	1
10533	millennium	1
10534	uproarious	1
10535	drug-related	1
10536	energizing	1
10537	charting	1
10538	turntablism	1
10539	cry	5
10540	dislocation	1
10541	teen-driven	1
10542	toilet-humor	1
10543	codswallop	1
10544	redeemed	1
10545	lazier	1
10546	3-d	1
10547	orbit	1
10548	stanzas	1
10549	patiently	1
10550	critically	1
10551	50	2
10552	done-to-death	1
10553	geniality	1
10554	fanatical	1
10555	adherents	1
10556	tease	1
10557	scorcher	1
10558	gestures	1
10559	contagious	1
10560	bertrand	1
10561	oft-brilliant	1
10562	laissez-passer	2
10563	notch	2
10564	renegade-cop	1
10565	banter-filled	1
10566	airy	1
10567	bons	1
10568	extension	2
10569	accomplishments	2
10570	movie-goers	1
10571	embarking	1
10572	perdition	3
10573	descends	2
10574	sub-tarantino	1
10575	pootie	2
10576	tang	2
10577	sa	1
10578	tay	1
10579	shocked	3
10580	correct	2
10581	documentary-like	1
10582	horrors	3
10583	barbarism	1
10584	cleansing	1
10585	commercials	1
10586	glosses	1
10587	rafael	1
10588	andrei	1
10589	distill	1
10590	traveled	1
10591	devastated	1
10592	famine	1
10593	documented	1
10594	cruelty	1
10595	overwhelmingly	1
10596	fluffy	4
10597	closes	1
10598	flagging	1
10599	investigator	1
10600	presson	1
10601	tackled	1
10602	meaty	2
10603	pages	1
10604	zingers	2
10605	spicy	1
10606	s&m	1
10607	secular	1
10608	through-line	2
10609	passing	3
10610	twinkle	1
10611	sociological	2
10612	high-octane	2
10613	foundation	2
10614	dalrymple	1
10615	earn	5
10616	uplift	1
10617	randall	4
10618	flag-waving	1
10619	erotic	6
10620	lip-reading	1
10621	holofcenter	1
10622	responsible	5
10623	wrap	1
10624	tie	1
10625	blunt	2
10626	forms	2
10627	walt	2
10628	doodled	1
10629	steamboat	1
10630	nights	6
10631	invented	2
10632	feature-length	7
10633	quandaries	1
10634	unfurls	1
10635	ballast	2
10636	persnickety	1
10637	dismiss	2
10638	mordant	1
10639	elysian	1
10640	fields	1
10641	smallness	1
10642	lucky	5
10643	sought	1
10644	indoctrinated	1
10645	trained	1
10646	meticulously	3
10647	uncovers	1
10648	trail	1
10649	craven	4
10650	concealment	1
10651	stoner	1
10652	deconstruction	1
10653	sanguine	2
10654	lovably	1
10655	alternate	3
10656	deleted	1
10657	earmarks	1
10658	warnings	1
10659	staying	2
10660	newfoundland	2
10661	prevalent	1
10662	rerun	2
10663	kangaroo	1
10664	brightly	3
10665	strangers	4
10666	overstating	1
10667	ferment	1
10668	well-shaped	1
10669	confession	1
10670	skeleton	1
10671	aboriginal	1
10672	pretends	7
10673	initiation	1
10674	rite	1
10675	angelique	1
10676	guarantees	1
10677	karmen	1
10678	enthronement	1
10679	monumental	2
10680	1937	1
10681	dwarfs	1
10682	compromised	2
10683	debrauwer	1
10684	leaps	2
10685	tissue-thin	2
10686	lamer	1
10687	saddle	1
10688	noticeably	2
10689	dozen	3
10690	trouble-in-the-ghetto	1
10691	nail	1
10692	spirit-crushing	1
10693	ennui	1
10694	denuded	1
10695	sappiness	1
10696	resorts	2
10697	borstal	2
10698	snazzy	1
10699	involves	1
10700	investment	2
10701	o2-tank	1
10702	crass	7
10703	gas	2
10704	deportment	1
10705	refreshes	1
10706	safely	1
10707	video\/dvd	1
10708	babysitter	2
10709	high-buffed	1
10710	gloss	2
10711	smartest	2
10712	expressions	2
10713	max	4
10714	provokes	1
10715	expressionistic	1
10716	license	2
10717	matinee-style	1
10718	bang-up	1
10719	crowds	1
10720	freeing	1
10721	artefact	1
10722	drably	1
10723	governmental	1
10724	wildest	1
10725	batman	1
10726	heck	1
10727	l.	2
10728	breheny	1
10729	lensing	1
10730	cook	1
10731	rivalry	2
10732	relate	3
10733	alienated	1
10734	re-invents	1
10735	near-future	1
10736	rip	3
10737	stripped	2
10738	tools	1
10739	profanity	2
10740	unsatisfying	4
10741	guarantee	3
10742	juxtapositions	1
10743	co-written	4
10744	gianni	2
10745	romoli	1
10746	pitfalls	4
